TPL_names,Standardized_names,invasion_status,TPL_Author,TPL_names.withAuthor,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,min_record_year_cvh,...21,resolved_match_type,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,keep,c_score,s_score,r_score,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,wcup_eco_use_num_2out,wcup_eco_use_status
Smilax zeylanica,Smilax zeylanica,1,L.,Smilax zeylanica L.,Exact (with author),FALSE,1,0,289061,Smilax zeylanica,L.,Species,Accepted,NA,541966-1,289061,0,2,1933,NA,Exact (with author),541966-1,Species,Accepted,Smilacaceae,NA,Smilax,NA,zeylanica,NA,NA,NA,L.,NA,Sp. Pl.,: 1029,-1753,NA,Trop. Asia,climbing shrub,subtropical,Smilax zeylanica,L.,289061,NA,NA,NA,287300,541966-1,NA,Y,Matched to an accepted name,62.93460119,21.5043745,15.56102432,1,0,0,0,0,0,0,1,0,0,2,2,1
Socratea exorrhiza,Socratea exorrhiza,1,(Mart.) H.Wendl.,Socratea exorrhiza (Mart.) H.Wendl.,Exact (with author),FALSE,1,0,192767,Socratea exorrhiza,(Mart.) H.Wendl.,Species,Accepted,NA,1200702-2,192767,0,16,NA,NA,Exact (with author),1200702-2,Species,Accepted,Arecaceae,NA,Socratea,NA,exorrhiza,NA,NA,Mart.,H.Wendl.,NA,Bonplandia (Hannover),0.404861111,-1860,NA,SE. Nicaragua to S. Trop. America,tree,wet tropical,Socratea exorrhiza,(Mart.) H.Wendl.,192767,102650,NA,NA,192762,1200702-2,NA,Y,Matched to an accepted name,70.63477236,25.67453443,3.690693213,1,1,1,0,1,0,1,1,0,1,7,7,1
Solanum americanum,Solanum americanum,3,Mill.,Solanum americanum Mill.,Exact (with author),FALSE,1,0,3031457,Solanum americanum,Mill.,Species,Accepted,NA,238279-2,3031457,0,5,1927,NA,Exact (with author),238279-2,Species,Accepted,Solanaceae,NA,Solanum,NA,americanum,NA,NA,NA,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 5,-1768,NA,New World,annual or perennial,temperate,Solanum americanum,Mill.,3031457,NA,NA,NA,2936484,238279-2,NA,N,Matched to an accepted name,35.78438338,0,64.21561662,1,1,0,1,1,0,1,1,1,0,7,5,1
Solanum tuberosum,Solanum tuberosum,1,L.,Solanum tuberosum L.,Exact (with author),FALSE,1,0,2909724,Solanum tuberosum,L.,Species,Accepted,NA,821337-1,2909724,0,2,1903,NA,Exact (with author),821337-1,Species,Accepted,Solanaceae,NA,Solanum,NA,tuberosum,NA,NA,NA,L.,NA,Sp. Pl.,: 185,-1753,NA,W. & S. South America to NW. Venezuela,tuberous geophyte,subtropical,Solanum tuberosum,L.,2909724,NA,NA,NA,2936484,821337-1,NA,N,Matched to an accepted name,72.53518986,0,27.46481014,1,1,0,1,1,0,1,1,1,1,8,6,1
Solanum viarum,Solanum viarum,2,Dunal,Solanum viarum Dunal,Exact (with author),FALSE,1,0,3032798,Solanum viarum,Dunal,Species,Accepted,NA,330693-2,3032798,0,5,1930,NA,Exact (with author),330693-2,Species,Accepted,Solanaceae,NA,Solanum,NA,viarum,NA,NA,NA,Dunal,A.P.de Candolle,Prodr.,13(1): 240,-1852,NA,S. Trop. America to N. Argentina,annual or shrub,seasonally dry tropical,Solanum viarum,Dunal,3032798,NA,NA,NA,2936484,330693-2,NA,N,Matched to an accepted name,60.88898457,11.36945161,27.74156382,0,0,0,1,0,0,0,1,0,0,2,1,1
Solidago canadensis,Solidago canadensis,3,L.,Solidago canadensis L.,Exact (with author),FALSE,1,0,2911023,Solidago canadensis,L.,Species,Accepted,NA,249454-1,2911023,0,2,1926,NA,Exact (with author),249454-1,Species,Accepted,Asteraceae,NA,Solidago,NA,canadensis,NA,NA,NA,L.,NA,Sp. Pl.,: 878,-1753,NA,Subarctic America to Mexico,perennial,temperate,Solidago canadensis,L.,2911023,NA,NA,NA,3133769,249454-1,NA,N,Matched to an accepted name,26.64568189,39.76098493,33.59333318,0,1,0,0,0,1,0,1,0,0,3,3,1
Solidago flexicaulis,Solidago flexicaulis,1,L.,Solidago flexicaulis L.,Exact (with author),FALSE,1,0,3101280,Solidago flexicaulis,L.,Species,Accepted,NA,240229-2,3101280,0,2,NA,NA,Exact (with author),240229-2,Species,Accepted,Asteraceae,NA,Solidago,NA,flexicaulis,NA,NA,NA,L.,NA,Sp. Pl.,: 879,-1753,NA,E. Canada to U.S.A.,NA,NA,Solidago flexicaulis,L.,3101280,NA,NA,NA,3133769,240229-2,NA,N,Matched to an accepted name,44.26158803,0,55.73841197,0,0,0,0,0,0,0,1,0,0,1,1,1
Solidago nemoralis,Solidago nemoralis,1,Aiton,Solidago nemoralis Aiton,Exact (with author),FALSE,1,0,3101632,Solidago nemoralis,Aiton,Species,Accepted,NA,249731-1,3101632,0,5,1920,NA,Exact (with author),249731-1,Species,Accepted,Asteraceae,NA,Solidago,NA,nemoralis,NA,NA,NA,Aiton,NA,Hort. Kew.,0.272916667,-1789,NA,C. & E. Canada to C. & E. U.S.A.,NA,NA,Solidago nemoralis,Aiton,3101632,NA,NA,NA,3133769,249731-1,NA,N,Matched to an accepted name,19.16656186,61.79638918,19.03704896,0,0,0,0,0,0,0,1,0,0,1,1,1
Solidago rigida,Solidago rigida,1,L.,Solidago rigida L.,Exact (with author),FALSE,1,0,3101732,Solidago rigida,L.,Species,Accepted,NA,249837-1,3101732,0,2,NA,NA,Exact (with author),249837-1,Species,Accepted,Asteraceae,NA,Solidago,NA,rigida,NA,NA,NA,L.,NA,Sp. Pl.,: 880,-1753,NA,Canada to U.S.A.,perennial,temperate,Solidago rigida,L.,3101732,NA,NA,NA,3133769,249837-1,NA,N,Matched to an accepted name,54.60110797,39.12915595,6.274736083,0,1,0,0,0,0,1,1,0,0,3,3,1
Solidago rugosa,Solidago rugosa,1,Mill.,Solidago rugosa Mill.,Exact (with author),FALSE,1,0,3101381,Solidago rugosa,Mill.,Species,Accepted,NA,249846-1,3101381,0,5,2013,NA,Exact (with author),249846-1,Species,Accepted,Asteraceae,NA,Solidago,NA,rugosa,NA,NA,NA,Mill.,NA,Gard. Dict. ed. 8.,: n.?? 25,-1768,NA,E. Canada to NC. & E. U.S.A.,perennial,temperate,Solidago rugosa,Mill.,3101381,NA,NA,NA,3133769,249846-1,NA,N,Matched to an accepted name,25.50142482,43.94033765,30.55823753,0,0,0,0,0,0,0,1,0,0,1,1,1
Solidago virgaurea,Solidago virgaurea,1,L.,Solidago virgaurea L.,Exact (with author),FALSE,1,0,2911230,Solidago virgaurea,L.,Species,Accepted,NA,249947-1,2911230,0,2,1906,NA,Exact (with author),249947-1,Species,Accepted,Asteraceae,NA,Solidago,NA,virgaurea,NA,NA,NA,L.,NA,Sp. Pl.,: 880,-1753,NA,W. Europe to C. Siberia and Philippines (Luzon),perennial,temperate,Solidago virgaurea,L.,2911230,NA,NA,NA,3133769,249947-1,NA,N,Matched to an accepted name,36.71705913,23.6445015,39.63843937,0,0,0,0,1,0,0,1,0,0,2,2,1
Sonchus arvensis,Sonchus arvensis,2,L.,Sonchus arvensis L.,Exact (with author),FALSE,1,0,3062474,Sonchus arvensis,L.,Species,Accepted,NA,250029-1,3062474,0,2,1905,NA,Exact (with author),250029-1,Species,Accepted,Asteraceae,NA,Sonchus,NA,arvensis,NA,NA,NA,L.,NA,Sp. Pl.,: 793,-1753,NA,Europe to Siberia and Caucasus,perennial,temperate,Sonchus arvensis,L.,3062474,NA,NA,NA,3134215,250029-1,NA,N,Matched to an accepted name,66.67653448,0,33.32346552,0,0,0,0,0,0,0,1,0,0,1,1,1
Sonchus asper,Sonchus asper,3,(L.) Hill,Sonchus asper (L.) Hill,Exact (with author),FALSE,1,0,3062510,Sonchus asper,(L.) Hill,Species,Accepted,NA,1003017-2,3062510,0,9,1930,NA,Exact (with author),1003017-2,Species,Accepted,Asteraceae,NA,Sonchus,NA,asper,NA,NA,L.,Hill,NA,Herb. Brit.,1:47,-1769,NA,"Temp. Eurasia, N. Africa to Sahel and Somalia",annual,temperate,Sonchus asper,(L.) Hill,3062510,2929066,NA,NA,3134215,1003017-2,NA,N,Matched to an accepted name,58.32242601,0,41.67757399,0,0,0,1,1,0,1,1,0,0,4,3,1
Sonchus oleraceus,Sonchus oleraceus,3,(L.) L.,Sonchus oleraceus (L.) L.,Exact (without author),FALSE,1,0,2929055,Sonchus oleraceus,L.,Species,Accepted,NA,250268-1,2929055,5,2,1911,NA,Exact (without author),250268-1,Species,Accepted,Asteraceae,NA,Sonchus,NA,oleraceus,NA,NA,NA,L.,NA,Sp. Pl.,: 794,-1753,NA,"Macaronesia, Europe to Medit., Sahara to Arabian Pen.",annual or biennial,temperate,Sonchus oleraceus,L.,2929055,NA,NA,NA,3134215,250268-1,NA,N,Matched to an accepted name,56.26994303,0,43.73005697,1,0,0,1,1,0,1,1,0,0,5,4,1
Sophora microphylla,Sophora microphylla,1,Aiton,Sophora microphylla Aiton,Exact (with author),FALSE,1,0,2597474,Sophora microphylla,Aiton,Species,Accepted,NA,518887-1,2597474,0,5,NA,NA,Exact (with author),518887-1,Species,Accepted,Fabaceae,NA,Sophora,NA,microphylla,NA,NA,NA,Aiton,NA,Hort. Kew.,2:43,-1789,NA,"New Zealand, C. & S. Chile",shrub or tree,temperate,Sophora microphylla,Aiton,2597474,NA,NA,NA,2597446,518887-1,NA,Y,Matched to an accepted name,11.53119803,58.158992,30.30980996,0,1,0,0,0,0,0,1,0,0,2,2,1
Sorbus americana,Sorbus americana,1,Marshall,Sorbus americana Marshall,Exact (with author),FALSE,1,0,2991391,Sorbus americana,Marshall,Species,Accepted,NA,240773-2,2991391,0,8,NA,NA,Exact (with author),240773-2,Species,Accepted,Rosaceae,NA,Sorbus,NA,americana,NA,NA,NA,Marshall,NA,Arbust. Amer.,: 145,-1785,NA,E. Canada to NC. & E. U.S.A.,tree,temperate,Sorbus americana,Marshall,2991391,NA,NA,NA,2991335,240773-2,NA,N,Matched to an accepted name,28.87406876,50.12104593,21.0048853,0,0,0,0,0,0,1,1,0,0,2,2,1
Sorbus aucuparia,Sorbus aucuparia,1,L.,Sorbus aucuparia L.,Exact (with author),FALSE,1,0,2991554,Sorbus aucuparia,L.,Species,Accepted,NA,741641-1,2991554,0,2,1956,NA,Exact (with author),741641-1,Species,Accepted,Rosaceae,NA,Sorbus,NA,aucuparia,NA,NA,NA,L.,NA,Sp. Pl.,: 477,-1753,NA,Europe to Iran,tree,temperate,Sorbus aucuparia,L.,2991554,NA,NA,NA,2991335,741641-1,NA,N,Matched to an accepted name,32.13057148,51.5378646,16.33156391,0,1,0,1,1,0,1,1,0,0,5,4,1
Sorghastrum nutans,Sorghastrum nutans,1,(L.) Nash,Sorghastrum nutans (L.) Nash,Exact (with author),FALSE,1,0,443203,Sorghastrum nutans,(L.) Nash,Species,Accepted,NA,240823-2,443203,0,9,NA,NA,Exact (with author),240823-2,Species,Accepted,Poaceae,NA,Sorghastrum,NA,nutans,NA,NA,L.,Nash,J.K.Small,Fl. S.E. U.S.,: 66,-1903,NA,N. & C. America,perennial,temperate,Sorghastrum nutans,(L.) Nash,443203,392974,NA,NA,443177,240823-2,NA,Y,Matched to an accepted name,25.73778087,58.56433478,15.69788435,1,1,0,0,0,0,0,0,1,0,3,2,1
Sorghum bicolor,Sorghum bicolor,2,(L.) Moench,Sorghum bicolor (L.) Moench,Exact (with author),FALSE,1,0,443283,Sorghum bicolor,(L.) Moench,Species,Accepted,NA,422090-1,443283,0,11,1912,NA,Exact (with author),422090-1,Species,Accepted,Poaceae,NA,Sorghum,NA,bicolor,NA,NA,L.,Moench,NA,Methodus,: 207,-1794,NA,a cultigen from African Sahel,annual or perennial,seasonally dry tropical,Sorghum bicolor,(L.) Moench,443283,419007,NA,NA,443224,422090-1,NA,Y,Matched to an accepted name,57.93945598,25.9462341,16.11430993,1,1,1,1,1,0,1,1,1,1,9,7,1
Sorghum halepense,Sorghum halepense,3,(L.) Pers.,Sorghum halepense (L.) Pers.,Exact (with author),FALSE,1,0,443460,Sorghum halepense,(L.) Pers.,Species,Accepted,NA,422139-1,443460,0,10,1918,NA,Exact (with author),422139-1,Species,Accepted,Poaceae,NA,Sorghum,NA,halepense,NA,NA,L.,Pers.,NA,Syn. Pl.,0.111805556,-1805,NA,Macaronesia to C. Asia and Indo-China,perennial or rhizomatous geophyte,subtropical,Sorghum halepense,(L.) Pers.,443460,419044,NA,NA,443224,422139-1,NA,Y,Matched to an accepted name,50.68624359,27.803879770000002,21.50987663,1,0,0,1,1,0,1,1,1,1,7,5,1
Sparganium erectum,Sparganium erectum,1,L.,Sparganium erectum L.,Exact (with author),FALSE,1,0,266057,Sparganium erectum,L.,Species,Accepted,NA,836758-1,266057,0,2,2014,NA,Exact (with author),836758-1,Species,Accepted,Typhaceae,NA,Sparganium,NA,erectum,NA,NA,NA,L.,NA,Sp. Pl.,: 971,-1753,NA,Europe to C. Asia and N. Africa,helophyte,temperate,Sparganium erectum,L.,266057,NA,NA,NA,266003,836758-1,NA,Y,Matched to an accepted name,79.43890842,0,20.56109158,0,0,0,0,0,0,0,1,0,0,1,1,1
Spartina anglica,Spartina anglica,3,C.E.Hubb.,Spartina anglica C.E.Hubb.,Exact (with author),FALSE,1,0,443755,Spartina anglica,C.E.Hubb.,Species,Synonym,TRUE,422426-1,497672,0,9,1936,NA,Exact (with author),77144696-1,Species,Accepted,Poaceae,NA,Sporobolus,NA,anglicus,NA,NA,C.E.Hubb.,P.M.Peterson & Saarela,NA,Taxon,63: 1236,-2014,NA,Great Britain,perennial or rhizomatous geophyte,temperate,Sporobolus anglicus,(C.E.Hubb.) P.M.Peterson & Saarela,497672,443755,NA,NA,443991,77144696-1,NA,Y,Matched to an accepted name,34.19698241,65.80301759,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Spartium junceum,Spartium junceum,1,L.,Spartium junceum L.,Exact (with author),FALSE,1,0,2597714,Spartium junceum,L.,Species,Accepted,NA,519057-1,2597714,0,2,1922,NA,Exact (with author),519057-1,Species,Accepted,Fabaceae,NA,Spartium,NA,junceum,NA,NA,NA,L.,NA,Sp. Pl.,: 708,-1753,NA,"Azores, S. Europe to E. Medit.",shrub,temperate,Spartium junceum,L.,2597714,NA,NA,NA,2597627,519057-1,NA,Y,Matched to an accepted name,22.15182468,0,77.84817532,0,1,0,0,1,0,1,1,1,0,5,4,1
Spathodea campanulata,Spathodea campanulata,2,P.Beauv.,Spathodea campanulata P.Beauv.,Exact (with author),FALSE,1,0,318309,Spathodea campanulata,P.Beauv.,Species,Accepted,NA,110661-1,318309,0,8,1962,NA,Exact (with author),110661-1,Species,Accepted,Bignoniaceae,NA,Spathodea,NA,campanulata,NA,NA,NA,P.Beauv.,NA,Fl. Oware,1:47,-1805,NA,W. Trop. Africa to Uganda and Angola,tree,wet tropical,Spathodea campanulata,P.Beauv.,318309,NA,NA,NA,318236,110661-1,NA,Y,Matched to an accepted name,73.81707245,20.14985014,6.033077406,1,1,1,1,1,0,1,1,1,1,9,7,1
Spiraea alba,Spiraea alba,1,Du Roi,Spiraea alba Du Roi,Exact (with author),FALSE,1,0,2992604,Spiraea alba,Du Roi,Species,Accepted,NA,30043519-2,2992604,0,6,NA,NA,Exact (with author),30043519-2,Species,Accepted,Rosaceae,NA,Spiraea,NA,alba,NA,NA,NA,Du Roi,NA,Harbk. Baumz.,0.381944444,-1772,NA,WC. & E. Canada to NC. & E. U.S.A.,shrub,temperate,Spiraea alba,Du Roi,2992604,NA,NA,NA,2992591,30043519-2,NA,N,Matched to an accepted name,21.04167628,62.39280983,16.56551389,0,0,0,0,0,0,0,1,0,0,1,1,1
Spiraea crenata,Spiraea crenata,1,L.,Spiraea crenata L.,Exact (with author),FALSE,1,0,2992914,Spiraea crenata,L.,Species,Accepted,NA,324830-2,2992914,0,2,NA,NA,Exact (with author),324830-2,Species,Accepted,Rosaceae,NA,Spiraea,NA,crenata,NA,NA,NA,L.,NA,Sp. Pl.,: 489,-1753,NA,Hungary to SW. Siberia and Iran,shrub,temperate,Spiraea crenata,L.,2992914,NA,NA,NA,2992591,324830-2,NA,N,Matched to an accepted name,8.925907194,71.59857506,19.47551774,0,0,0,0,0,0,0,0,0,0,0,0,0
Spondias mombin,Spondias mombin,1,L.,Spondias mombin L.,Exact (with author),FALSE,1,0,2480696,Spondias mombin,L.,Species,Accepted,NA,71480-1,2480696,0,2,NA,NA,Exact (with author),71480-1,Species,Accepted,Anacardiaceae,NA,Spondias,NA,mombin,NA,NA,NA,L.,NA,Sp. Pl.,: 371,-1753,NA,Mexico to Trop. America,tree,wet tropical,Spondias mombin,L.,2480696,NA,NA,NA,2480478,71480-1,NA,N,Matched to an accepted name,64.35863384,24.97796076,10.6634054,1,1,1,1,1,1,1,1,1,1,10,8,1
Sporobolus heterolepis,Sporobolus heterolepis,1,(Gray) A.Gray,Sporobolus heterolepis (Gray) A.Gray,Exact (without author),FALSE,1,0,444230,Sporobolus heterolepis,(A.Gray) A.Gray,Species,Accepted,NA,1026241-2,444230,2,12,NA,NA,Exact (without author),1026241-2,Species,Accepted,Poaceae,NA,Sporobolus,NA,heterolepis,NA,NA,A.Gray,A.Gray,NA,Manual,: 576,-1848,NA,Canada to U.S.A.,perennial,temperate,Sporobolus heterolepis,(A.Gray) A.Gray,444230,449767,NA,NA,443991,1026241-2,NA,Y,Matched to an accepted name,14.09895335,69.84059908,16.06044757,0,0,0,0,0,0,0,1,0,0,1,1,1
Stachys arvensis,Stachys arvensis,2,(L.) L.,Stachys arvensis (L.) L.,Exact (with author),FALSE,1,0,194811,Stachys arvensis,(L.) L.,Species,Accepted,NA,459319-1,194811,0,7,1923,NA,Exact (with author),459319-1,Species,Accepted,Lamiaceae,NA,Stachys,NA,arvensis,NA,NA,L.,L.,NA,Sp. Pl. ed. 2.,: 814,-1763,NA,Macaronesia to Taiwan,annual,temperate,Stachys arvensis,(L.) L.,194811,90041,NA,NA,194714,459319-1,NA,Y,Matched to an accepted name,16.30203362,1.204729611,82.49323677,0,0,0,0,0,0,0,1,1,0,2,1,1
Stachys officinalis,Stachys officinalis,1,(L.) Trevis.,Stachys officinalis (L.) Trevis.,Exact (with author),FALSE,1,0,195388,Stachys officinalis,(L.) Trevis.,Species,Synonym,TRUE,60455966-2,21029,0,12,1951,NA,Exact (with author),445133-1,Species,Accepted,Lamiaceae,NA,Betonica,NA,officinalis,NA,NA,NA,L.,NA,Sp. Pl.,: 573,-1753,NA,"Europe to W. Siberia and Caucasus, NW. Africa",perennial,temperate,Betonica officinalis,L.,21029,NA,NA,NA,20964,445133-1,NA,Y,Matched to an accepted name,37.974508,23.53777861,38.48771338,0,1,0,0,0,0,0,1,0,0,2,2,1
Staphylea pinnata,Staphylea pinnata,1,L.,Staphylea pinnata L.,Exact (with author),FALSE,1,0,2582179,Staphylea pinnata,L.,Species,Accepted,NA,785263-1,2582179,0,2,NA,NA,Exact (with author),785263-1,Species,Accepted,Staphyleaceae,NA,Staphylea,NA,pinnata,NA,NA,NA,L.,NA,Sp. Pl.,: 270,-1753,NA,EC. & SE. Europe to Caucasus,shrub or tree,temperate,Staphylea pinnata,L.,2582179,NA,NA,NA,2582136,785263-1,NA,N,Matched to an accepted name,53.38300919,16.36172776,30.25526305,0,0,0,0,0,0,1,0,0,0,1,1,1
Sterculia apetala,Sterculia apetala,1,(Jacq.) H.Karst.,Sterculia apetala (Jacq.) H.Karst.,Exact (with author),FALSE,1,0,2579936,Sterculia apetala,(Jacq.) H.Karst.,Species,Accepted,NA,245150-2,2579936,0,16,NA,NA,Exact (with author),245150-2,Species,Accepted,Malvaceae,NA,Sterculia,NA,apetala,NA,NA,Jacq.,H.Karst.,NA,Fl. Columb.,2:35,-1862,NA,Florida to S. Trop. America,tree,wet tropical,Sterculia apetala,(Jacq.) H.Karst.,2579936,2843160,NA,NA,2579857,245150-2,NA,N,Matched to an accepted name,76.00329198,18.7039412,5.292766822,0,1,0,0,0,0,0,1,1,0,3,2,1
Stipa pennata,Stipa pennata,1,L.,Stipa pennata L.,Exact (with author),FALSE,1,0,445508,Stipa pennata,L.,Species,Accepted,NA,423636-1,445508,0,2,1959,NA,Exact (with author),423636-1,Species,Accepted,Poaceae,NA,Stipa,NA,pennata,NA,NA,NA,L.,NA,Sp. Pl.,: 78,-1753,NA,Europe to Siberia and Pakistan,perennial,temperate,Stipa pennata,L.,445508,NA,NA,NA,444653,423636-1,NA,Y,Matched to an accepted name,13.89848835,86.10151165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stratiotes aloides,Stratiotes aloides,1,L.,Stratiotes aloides L.,Exact (with author),FALSE,1,0,308859,Stratiotes aloides,L.,Species,Accepted,NA,431936-1,308859,0,2,NA,NA,Exact (with author),431936-1,Species,Accepted,Hydrocharitaceae,NA,Stratiotes,NA,aloides,NA,NA,NA,L.,NA,Sp. Pl.,: 535,-1753,NA,Europe to C. Asia,hydroperennial,temperate,Stratiotes aloides,L.,308859,NA,NA,NA,308855,431936-1,NA,Y,Matched to an accepted name,53.62604275,0,46.37395725,0,1,0,0,0,0,0,0,0,0,1,1,1
Succisa pratensis,Succisa pratensis,1,Moench,Succisa pratensis Moench,Exact (with author),FALSE,1,0,2593868,Succisa pratensis,Moench,Species,Accepted,NA,320331-1,2593868,0,6,NA,NA,Exact (with author),320331-1,Species,Accepted,Caprifoliaceae,NA,Succisa,NA,pratensis,NA,NA,NA,Moench,NA,Methodus,: 489,-1794,NA,"Madeira, NW. Africa, Europe to C. Siberia",perennial,temperate,Succisa pratensis,Moench,2593868,2594061,L.,NA,2594209,320331-1,NA,N,Matched to an accepted name,61.63771082,8.32517088,30.0421183,0,0,0,0,0,1,1,1,1,0,4,3,1
Swietenia macrophylla,Swietenia macrophylla,2,King,Swietenia macrophylla King,Exact (with author),FALSE,1,0,2601504,Swietenia macrophylla,King,Species,Accepted,NA,246905-2,2601504,0,4,1953,NA,Exact (with author),246905-2,Species,Accepted,Meliaceae,NA,Swietenia,NA,macrophylla,NA,NA,NA,King,NA,Hooker's Icon. Pl.,16: t. 1550,-1886,NA,Mexico to Bolivia and Brazil,tree,wet tropical,Swietenia macrophylla,King,2601504,NA,NA,NA,2601124,246905-2,NA,N,Matched to an accepted name,46.43047163,36.63920245,16.93032592,1,1,0,0,1,1,1,1,0,0,6,6,1
Symphoricarpos albus,Symphoricarpos albus,1,(L.) S.F.Blake,Symphoricarpos albus (L.) S.F.Blake,Exact (with author),FALSE,1,0,2486129,Symphoricarpos albus,(L.) S.F.Blake,Species,Accepted,NA,149485-1,2486129,0,14,2007,NA,Exact (with author),149485-1,Species,Accepted,Caprifoliaceae,NA,Symphoricarpos,NA,albus,NA,NA,L.,S.F.Blake,NA,Rhodora,0.748611111,-1914,NA,Subarctic America to N. & WC. U.S.A.,shrub,temperate,Symphoricarpos albus,(L.) S.F.Blake,2486129,2459165,NA,NA,2486127,149485-1,NA,N,Matched to an accepted name,25.6252537,52.73810392,21.63664238,0,1,0,0,0,0,0,1,1,0,3,2,1
Symphyotrichum cordifolium,Symphyotrichum cordifolium,1,(L.) G.L.Nesom,Symphyotrichum cordifolium (L.) G.L.Nesom,Exact (with author),FALSE,1,0,3103191,Symphyotrichum cordifolium,(L.) G.L.Nesom,Species,Accepted,NA,981790-1,3103191,0,14,NA,NA,Exact (with author),981790-1,Species,Accepted,Asteraceae,NA,Symphyotrichum,NA,cordifolium,NA,NA,L.,G.L.Nesom,NA,Phytologia,77: 278,-1995,NA,C. & E. Canada to NC. & E. U.S.A.,NA,NA,Symphyotrichum cordifolium,(L.) G.L.Nesom,3103191,3103160,NA,NA,3134007,981790-1,NA,N,Matched to an accepted name,22.479167,30.10892988,47.41190312,0,1,0,0,0,0,0,1,0,0,2,2,1
Symphyotrichum dumosum,Symphyotrichum dumosum,1,(L.) G.L.Nesom,Symphyotrichum dumosum (L.) G.L.Nesom,Exact (with author),FALSE,1,0,3103237,Symphyotrichum dumosum,(L.) G.L.Nesom,Species,Accepted,NA,981804-1,3103237,0,14,NA,NA,Exact (with author),981804-1,Species,Accepted,Asteraceae,NA,Symphyotrichum,NA,dumosum,NA,NA,L.,G.L.Nesom,NA,Phytologia,77: 280,-1995,NA,"E. Canada to U.S.A., Hispaniola",NA,NA,Symphyotrichum dumosum,(L.) G.L.Nesom,3103237,3103218,NA,NA,3134007,981804-1,NA,N,Matched to an accepted name,6.607301283,90.28758124,3.110117477,0,1,0,0,0,0,0,0,0,0,1,1,1
Symphyotrichum ericoides,Symphyotrichum ericoides,1,(L.) G.L.Nesom,Symphyotrichum ericoides (L.) G.L.Nesom,Exact (with author),FALSE,1,0,3103276,Symphyotrichum ericoides,(L.) G.L.Nesom,Species,Accepted,NA,981811-1,3103276,0,14,NA,NA,Exact (with author),981811-1,Species,Accepted,Asteraceae,NA,Symphyotrichum,NA,ericoides,NA,NA,L.,G.L.Nesom,NA,Phytologia,77: 280,-1995,NA,C. & E. Canada to Mexico,NA,NA,Symphyotrichum ericoides,(L.) G.L.Nesom,3103276,3103250,NA,NA,3134007,981811-1,NA,N,Matched to an accepted name,7.589640417,59.41965206,32.99070753,0,1,0,0,0,0,0,1,1,0,3,2,1
Symphyotrichum laeve,Symphyotrichum laeve,1,(L.) ??.L<U+00F6>ve & D.L<U+00F6>ve,Symphyotrichum laeve (L.) ??.L<U+00F6>ve & D.L<U+00F6>ve,Exact (without author),FALSE,1,0,3103421,Symphyotrichum laeve,(L.) ??.L?ve & D.L?ve,Species,Accepted,NA,247114-2,3103421,24,8,NA,NA,Exact (without author),247114-2,Species,Accepted,Asteraceae,NA,Symphyotrichum,NA,laeve,NA,NA,L.,??.L?ve & D.L?ve,NA,Taxon,31: 359,-1982,NA,C. & E. Canada NC. & E. U.S.A.,perennial,temperate,Symphyotrichum laeve,(L.) ??.L?ve & D.L?ve,3103421,3103412,NA,NA,3134007,247114-2,NA,N,Matched to an accepted name,36.82890274,38.0405498,25.13554746,0,1,0,0,0,0,0,1,0,0,2,2,1
Symphyotrichum novae-angliae,Symphyotrichum novae-angliae,1,(L.) G.L.Nesom,Symphyotrichum novae-angliae (L.) G.L.Nesom,Exact (with author),FALSE,1,0,3103552,Symphyotrichum novae-angliae,(L.) G.L.Nesom,Species,Accepted,NA,981863-1,3103552,0,14,NA,NA,Exact (with author),981863-1,Species,Accepted,Asteraceae,NA,Symphyotrichum,NA,novae-angliae,NA,NA,L.,G.L.Nesom,NA,Phytologia,77: 287,-1995,NA,C. & E. Canada to U.S.A.,perennial,temperate,Symphyotrichum novae-angliae,(L.) G.L.Nesom,3103552,3103543,NA,NA,3134007,981863-1,NA,N,Matched to an accepted name,19.36932825,39.62911813,41.00155363,0,1,0,0,0,0,0,1,0,0,2,2,1
